#,Date-Time (GMT/BST),Ch: 1 - Temperature   (°C),Button Down,Button Up,Host Connected,End of File
146,05/09/2022 11:34:37,9.39,,,,
147,05/09/2022 11:44:37,9.26,,,,
148,05/09/2022 11:54:37,9.18,,,,
149,05/09/2022 12:04:37,9.18,,,,
150,05/09/2022 12:14:37,9.18,,,,
151,05/09/2022 12:24:37,9.39,,,,
152,05/09/2022 12:34:37,9.35,,,,
153,05/09/2022 12:44:37,9.44,,,,
154,05/09/2022 12:54:37,9.61,,,,
155,05/09/2022 13:04:37,9.56,,,,
156,05/09/2022 13:14:37,9.48,,,,
157,05/09/2022 13:24:37,9.52,,,,
158,05/09/2022 13:34:37,9.18,,,,
159,05/09/2022 13:44:37,9.26,,,,
160,05/09/2022 13:54:37,9.26,,,,
161,05/09/2022 14:04:37,9.14,,,,
162,05/09/2022 14:14:37,9.01,,,,
163,05/09/2022 14:24:37,8.92,,,,
164,05/09/2022 14:34:37,8.83,,,,
165,05/09/2022 14:44:37,8.88,,,,
166,05/09/2022 14:54:37,9.14,,,,
167,05/09/2022 15:04:37,9.05,,,,
168,05/09/2022 15:14:37,9.05,,,,
169,05/09/2022 15:24:37,9.01,,,,
170,05/09/2022 15:34:37,8.88,,,,
171,05/09/2022 15:44:37,8.79,,,,
172,05/09/2022 15:54:37,8.88,,,,
173,05/09/2022 16:04:37,8.96,,,,
174,05/09/2022 16:14:37,9.09,,,,
175,05/09/2022 16:24:37,9.18,,,,
176,05/09/2022 16:34:37,9.18,,,,
177,05/09/2022 16:44:37,9.14,,,,
178,05/09/2022 16:54:37,9.05,,,,
179,05/09/2022 17:04:37,8.96,,,,
180,05/09/2022 17:14:37,8.92,,,,
181,05/09/2022 17:24:37,8.83,,,,
182,05/09/2022 17:34:37,8.79,,,,
183,05/09/2022 17:44:37,8.71,,,,
184,05/09/2022 17:54:37,8.66,,,,
185,05/09/2022 18:04:37,8.75,,,,
186,05/09/2022 18:14:37,8.75,,,,
187,05/09/2022 18:24:37,8.75,,,,
188,05/09/2022 18:34:37,8.92,,,,
189,05/09/2022 18:44:37,8.92,,,,
190,05/09/2022 18:54:37,8.92,,,,
191,05/09/2022 19:04:37,8.96,,,,
192,05/09/2022 19:14:37,8.92,,,,
193,05/09/2022 19:24:37,8.75,,,,
194,05/09/2022 19:34:37,8.75,,,,
195,05/09/2022 19:44:37,8.75,,,,
196,05/09/2022 19:54:37,8.62,,,,
197,05/09/2022 20:04:37,8.53,,,,
198,05/09/2022 20:14:37,8.53,,,,
199,05/09/2022 20:24:37,8.53,,,,
200,05/09/2022 20:34:37,8.53,,,,
201,05/09/2022 20:44:37,8.49,,,,
202,05/09/2022 20:54:37,8.49,,,,
203,05/09/2022 21:04:37,8.49,,,,
204,05/09/2022 21:14:37,8.49,,,,
205,05/09/2022 21:24:37,8.45,,,,
206,05/09/2022 21:34:37,8.49,,,,
207,05/09/2022 21:44:37,8.41,,,,
208,05/09/2022 21:54:37,8.32,,,,
209,05/09/2022 22:04:37,8.28,,,,
210,05/09/2022 22:14:37,8.19,,,,
211,05/09/2022 22:24:37,8.19,,,,
212,05/09/2022 22:34:37,8.19,,,,
213,05/09/2022 22:44:37,8.19,,,,
214,05/09/2022 22:54:37,8.15,,,,
215,05/09/2022 23:04:37,8.11,,,,
216,05/09/2022 23:14:37,7.93,,,,
217,05/09/2022 23:24:37,7.76,,,,
218,05/09/2022 23:34:37,7.68,,,,
219,05/09/2022 23:44:37,7.59,,,,
220,05/09/2022 23:54:37,7.42,,,,
221,05/10/2022 00:04:37,7.33,,,,
222,05/10/2022 00:14:37,7.25,,,,
223,05/10/2022 00:24:37,7.20,,,,
224,05/10/2022 00:34:37,7.12,,,,
225,05/10/2022 00:44:37,6.99,,,,
226,05/10/2022 00:54:37,6.95,,,,
227,05/10/2022 01:04:37,6.86,,,,
228,05/10/2022 01:14:37,6.86,,,,
229,05/10/2022 01:24:37,6.82,,,,
230,05/10/2022 01:34:37,6.78,,,,
231,05/10/2022 01:44:37,6.73,,,,
232,05/10/2022 01:54:37,6.69,,,,
233,05/10/2022 02:04:37,6.65,,,,
234,05/10/2022 02:14:37,6.60,,,,
235,05/10/2022 02:24:37,6.60,,,,
236,05/10/2022 02:34:37,6.56,,,,
237,05/10/2022 02:44:37,6.69,,,,
238,05/10/2022 02:54:37,6.65,,,,
239,05/10/2022 03:04:37,6.60,,,,
240,05/10/2022 03:14:37,6.56,,,,
241,05/10/2022 03:24:37,6.56,,,,
242,05/10/2022 03:34:37,6.48,,,,
243,05/10/2022 03:44:37,6.52,,,,
244,05/10/2022 03:54:37,6.48,,,,
245,05/10/2022 04:04:37,6.43,,,,
246,05/10/2022 04:14:37,6.43,,,,
247,05/10/2022 04:24:37,6.56,,,,
248,05/10/2022 04:34:37,6.60,,,,
249,05/10/2022 04:44:37,6.60,,,,
250,05/10/2022 04:54:37,6.60,,,,
251,05/10/2022 05:04:37,6.60,,,,
252,05/10/2022 05:14:37,6.60,,,,
253,05/10/2022 05:24:37,6.56,,,,
254,05/10/2022 05:34:37,6.60,,,,
255,05/10/2022 05:44:37,6.48,,,,
256,05/10/2022 05:54:37,6.43,,,,
257,05/10/2022 06:04:37,6.48,,,,
258,05/10/2022 06:14:37,6.39,,,,
259,05/10/2022 06:24:37,6.52,,,,
260,05/10/2022 06:34:37,6.60,,,,
261,05/10/2022 06:44:37,6.69,,,,
262,05/10/2022 06:54:37,6.78,,,,
263,05/10/2022 07:04:37,6.86,,,,
264,05/10/2022 07:14:37,6.86,,,,
265,05/10/2022 07:24:37,6.90,,,,
266,05/10/2022 07:34:37,6.90,,,,
267,05/10/2022 07:44:37,6.99,,,,
268,05/10/2022 07:54:37,7.12,,,,
269,05/10/2022 08:04:37,7.16,,,,
270,05/10/2022 08:14:37,7.16,,,,
271,05/10/2022 08:24:37,7.12,,,,
272,05/10/2022 08:34:37,7.25,,,,
273,05/10/2022 08:44:37,7.46,,,,
274,05/10/2022 08:54:37,7.50,,,,
275,05/10/2022 09:04:37,7.38,,,,
276,05/10/2022 09:14:37,7.29,,,,
277,05/10/2022 09:24:37,7.20,,,,
278,05/10/2022 09:34:37,7.29,,,,
279,05/10/2022 09:44:37,7.50,,,,
280,05/10/2022 09:54:37,7.76,,,,
281,05/10/2022 10:04:37,7.85,,,,
282,05/10/2022 10:14:37,8.02,,,,
283,05/10/2022 10:24:37,8.15,,,,
284,05/10/2022 10:34:37,8.49,,,,
285,05/10/2022 10:44:37,8.83,,,,
286,05/10/2022 10:54:37,9.14,,,,
287,05/10/2022 11:04:37,9.39,,,,
288,05/10/2022 11:14:37,9.48,,,,
289,05/10/2022 11:24:37,9.52,,,,
290,05/10/2022 11:34:37,9.65,,,,
291,05/10/2022 11:44:37,9.48,,,,
292,05/10/2022 11:54:37,9.26,,,,
293,05/10/2022 12:04:37,9.18,,,,
294,05/10/2022 12:14:37,9.14,,,,
295,05/10/2022 12:24:37,8.92,,,,
296,05/10/2022 12:34:37,8.79,,,,
297,05/10/2022 12:44:37,8.79,,,,
298,05/10/2022 12:54:37,9.31,,,,
299,05/10/2022 13:04:37,10.08,,,,
300,05/10/2022 13:14:37,10.21,,,,
301,05/10/2022 13:24:37,10.46,,,,
302,05/10/2022 13:34:37,11.41,,,,
303,05/10/2022 13:44:37,10.94,,,,
304,05/10/2022 13:54:37,11.11,,,,
305,05/10/2022 14:04:37,11.02,,,,
306,05/10/2022 14:14:37,10.55,,,,
307,05/10/2022 14:24:37,10.16,,,,
308,05/10/2022 14:34:37,9.86,,,,
309,05/10/2022 14:44:37,9.91,,,,
310,05/10/2022 14:54:37,9.86,,,,
311,05/10/2022 15:04:37,9.86,,,,
312,05/10/2022 15:14:37,9.69,,,,
313,05/10/2022 15:24:37,9.48,,,,
314,05/10/2022 15:34:37,10.42,,,,
315,05/10/2022 15:44:37,11.19,,,,
316,05/10/2022 15:54:37,11.45,,,,
317,05/10/2022 16:04:37,11.45,,,,
318,05/10/2022 16:14:37,11.15,,,,
319,05/10/2022 16:24:37,10.72,,,,
320,05/10/2022 16:34:37,10.51,,,,
321,05/10/2022 16:44:37,10.55,,,,
322,05/10/2022 16:54:37,10.51,,,,
323,05/10/2022 17:04:37,10.25,,,,
324,05/10/2022 17:14:37,9.99,,,,
325,05/10/2022 17:24:37,9.74,,,,
326,05/10/2022 17:34:37,9.56,,,,
327,05/10/2022 17:44:37,9.69,,,,
328,05/10/2022 17:54:37,9.99,,,,
329,05/10/2022 18:04:37,10.08,,,,
330,05/10/2022 18:14:37,9.69,,,,
331,05/10/2022 18:24:37,9.31,,,,
332,05/10/2022 18:34:37,9.18,,,,
333,05/10/2022 18:44:37,9.09,,,,
334,05/10/2022 18:54:37,9.14,,,,
335,05/10/2022 19:04:37,9.35,,,,
336,05/10/2022 19:14:37,9.14,,,,
337,05/10/2022 19:24:37,8.88,,,,
338,05/10/2022 19:34:37,8.71,,,,
339,05/10/2022 19:44:37,8.79,,,,
340,05/10/2022 19:54:37,8.58,,,,
341,05/10/2022 20:04:37,8.49,,,,
342,05/10/2022 20:14:37,8.32,,,,
343,05/10/2022 20:24:37,8.19,,,,
344,05/10/2022 20:34:37,8.02,,,,
345,05/10/2022 20:44:37,7.89,,,,
346,05/10/2022 20:54:37,7.76,,,,
347,05/10/2022 21:04:37,7.72,,,,
348,05/10/2022 21:14:37,7.59,,,,
349,05/10/2022 21:24:37,7.55,,,,
350,05/10/2022 21:34:37,7.50,,,,
351,05/10/2022 21:44:37,7.50,,,,
352,05/10/2022 21:54:37,7.46,,,,
353,05/10/2022 22:04:37,7.29,,,,
354,05/10/2022 22:14:37,7.20,,,,
355,05/10/2022 22:24:37,7.16,,,,
356,05/10/2022 22:34:37,7.03,,,,
357,05/10/2022 22:44:37,6.99,,,,
358,05/10/2022 22:54:37,6.95,,,,
359,05/10/2022 23:04:37,7.03,,,,
360,05/10/2022 23:14:37,6.99,,,,
361,05/10/2022 23:24:37,6.99,,,,
362,05/10/2022 23:34:37,7.08,,,,
363,05/10/2022 23:44:37,7.03,,,,
364,05/10/2022 23:54:37,6.99,,,,
365,05/11/2022 00:04:37,6.99,,,,
366,05/11/2022 00:14:37,6.95,,,,
367,05/11/2022 00:24:37,6.90,,,,
368,05/11/2022 00:34:37,6.86,,,,
369,05/11/2022 00:44:37,6.86,,,,
370,05/11/2022 00:54:37,6.86,,,,
371,05/11/2022 01:04:37,6.82,,,,
372,05/11/2022 01:14:37,6.78,,,,
373,05/11/2022 01:24:37,6.73,,,,
374,05/11/2022 01:34:37,6.73,,,,
375,05/11/2022 01:44:37,6.65,,,,
376,05/11/2022 01:54:37,6.60,,,,
377,05/11/2022 02:04:37,6.65,,,,
378,05/11/2022 02:14:37,6.60,,,,
379,05/11/2022 02:24:37,6.60,,,,
380,05/11/2022 02:34:37,6.56,,,,
381,05/11/2022 02:44:37,6.52,,,,
382,05/11/2022 02:54:37,6.56,,,,
383,05/11/2022 03:04:37,6.48,,,,
384,05/11/2022 03:14:37,6.52,,,,
385,05/11/2022 03:24:37,6.48,,,,
386,05/11/2022 03:34:37,6.43,,,,
387,05/11/2022 03:44:37,6.39,,,,
388,05/11/2022 03:54:37,6.39,,,,
389,05/11/2022 04:04:37,6.30,,,,
390,05/11/2022 04:14:37,6.09,,,,
391,05/11/2022 04:24:37,5.66,,,,
392,05/11/2022 04:34:37,5.57,,,,
393,05/11/2022 04:44:37,5.53,,,,
394,05/11/2022 04:54:37,5.53,,,,
395,05/11/2022 05:04:37,5.57,,,,
396,05/11/2022 05:14:37,5.66,,,,
397,05/11/2022 05:24:37,5.62,,,,
398,05/11/2022 05:34:37,5.70,,,,
399,05/11/2022 05:44:37,5.62,,,,
400,05/11/2022 05:54:37,5.62,,,,
401,05/11/2022 06:04:37,5.66,,,,
402,05/11/2022 06:14:37,5.70,,,,
403,05/11/2022 06:24:37,5.79,,,,
404,05/11/2022 06:34:37,5.92,,,,
405,05/11/2022 06:44:37,5.87,,,,
406,05/11/2022 06:54:37,5.96,,,,
407,05/11/2022 07:04:37,6.05,,,,
408,05/11/2022 07:14:37,6.09,,,,
409,05/11/2022 07:24:37,6.09,,,,
410,05/11/2022 07:34:37,6.13,,,,
411,05/11/2022 07:44:37,6.22,,,,
412,05/11/2022 07:54:37,6.35,,,,
413,05/11/2022 08:04:37,6.43,,,,
414,05/11/2022 08:14:37,6.48,,,,
415,05/11/2022 08:24:37,6.56,,,,
416,05/11/2022 08:34:37,6.48,,,,
417,05/11/2022 08:44:37,6.52,,,,
418,05/11/2022 08:54:37,6.43,,,,
419,05/11/2022 09:04:37,6.52,,,,
420,05/11/2022 09:14:37,6.52,,,,
421,05/11/2022 09:24:37,6.60,,,,
422,05/11/2022 09:34:37,6.60,,,,
423,05/11/2022 09:44:37,6.60,,,,
424,05/11/2022 09:54:37,6.73,,,,
425,05/11/2022 10:04:37,7.03,,,,
426,05/11/2022 10:14:37,7.59,,,,
427,05/11/2022 10:24:37,7.98,,,,
428,05/11/2022 10:34:37,8.19,,,,
429,05/11/2022 10:44:37,8.23,,,,
430,05/11/2022 10:54:37,7.98,,,,
431,05/11/2022 11:04:37,7.81,,,,
432,05/11/2022 11:14:37,7.72,,,,
433,05/11/2022 11:24:37,7.63,,,,
434,05/11/2022 11:34:37,7.72,,,,
435,05/11/2022 11:44:37,8.02,,,,
436,05/11/2022 11:54:37,8.11,,,,
437,05/11/2022 12:04:37,8.06,,,,
438,05/11/2022 12:14:37,8.62,,,,
439,05/11/2022 12:24:37,9.48,,,,
440,05/11/2022 12:34:37,9.74,,,,
441,05/11/2022 12:44:37,9.39,,,,
442,05/11/2022 12:54:37,9.61,,,,
443,05/11/2022 13:04:37,10.68,,,,
444,05/11/2022 13:14:37,11.49,,,,
445,05/11/2022 13:24:37,11.45,,,,
446,05/11/2022 13:34:37,11.19,,,,
447,05/11/2022 13:44:37,10.72,,,,
448,05/11/2022 13:54:37,10.16,,,,
449,05/11/2022 14:04:37,9.95,,,,
450,05/11/2022 14:14:37,10.38,,,,
451,05/11/2022 14:24:37,10.38,,,,
452,05/11/2022 14:34:37,10.59,,,,
453,05/11/2022 14:44:37,10.72,,,,
454,05/11/2022 14:54:37,10.46,,,,
455,05/11/2022 15:04:37,10.16,,,,
456,05/11/2022 15:14:37,9.69,,,,
457,05/11/2022 15:24:37,9.69,,,,
458,05/11/2022 15:34:37,10.08,,,,
459,05/11/2022 15:44:37,9.86,,,,
460,05/11/2022 15:54:37,10.16,,,,
461,05/11/2022 16:04:37,10.34,,,,
462,05/11/2022 16:14:37,10.21,,,,
463,05/11/2022 16:24:37,10.16,,,,
464,05/11/2022 16:34:37,9.86,,,,
465,05/11/2022 16:44:37,9.65,,,,
466,05/11/2022 16:54:37,9.39,,,,
467,05/11/2022 17:04:37,9.26,,,,
468,05/11/2022 17:14:37,9.09,,,,
469,05/11/2022 17:24:37,8.96,,,,
470,05/11/2022 17:34:37,9.01,,,,
471,05/11/2022 17:44:37,9.14,,,,
472,05/11/2022 17:54:37,9.39,,,,
473,05/11/2022 18:04:37,9.48,,,,
474,05/11/2022 18:14:37,9.35,,,,
475,05/11/2022 18:24:37,9.31,,,,
476,05/11/2022 18:34:37,9.52,,,,
477,05/11/2022 18:44:37,9.69,,,,
478,05/11/2022 18:54:37,9.48,,,,
479,05/11/2022 19:04:37,9.18,,,,
480,05/11/2022 19:14:37,8.92,,,,
481,05/11/2022 19:24:37,8.75,,,,
482,05/11/2022 19:34:37,8.58,,,,
483,05/11/2022 19:44:37,8.45,,,,
484,05/11/2022 19:54:37,8.28,,,,
485,05/11/2022 20:04:37,8.19,,,,
486,05/11/2022 20:14:37,8.06,,,,
487,05/11/2022 20:24:37,8.06,,,,
488,05/11/2022 20:34:37,7.98,,,,
489,05/11/2022 20:44:37,7.93,,,,
490,05/11/2022 20:54:37,7.81,,,,
491,05/11/2022 21:04:37,7.68,,,,
492,05/11/2022 21:14:37,7.55,,,,
493,05/11/2022 21:24:37,7.38,,,,
494,05/11/2022 21:34:37,7.16,,,,
495,05/11/2022 21:44:37,6.95,,,,
496,05/11/2022 21:54:37,6.86,,,,
497,05/11/2022 22:04:37,6.73,,,,
498,05/11/2022 22:14:37,6.65,,,,
499,05/11/2022 22:24:37,6.65,,,,
500,05/11/2022 22:34:37,6.56,,,,
501,05/11/2022 22:44:37,6.60,,,,
502,05/11/2022 22:54:37,6.60,,,,
503,05/11/2022 23:04:37,6.60,,,,
504,05/11/2022 23:14:37,6.56,,,,
505,05/11/2022 23:24:37,6.39,,,,
506,05/11/2022 23:34:37,6.26,,,,
507,05/11/2022 23:44:37,6.17,,,,
508,05/11/2022 23:54:37,6.09,,,,
509,05/12/2022 00:04:37,6.09,,,,
510,05/12/2022 00:14:37,6.09,,,,
511,05/12/2022 00:24:37,6.09,,,,
512,05/12/2022 00:34:37,6.00,,,,
513,05/12/2022 00:44:37,6.00,,,,
514,05/12/2022 00:54:37,6.00,,,,
515,05/12/2022 01:04:37,5.83,,,,
516,05/12/2022 01:14:37,5.87,,,,
517,05/12/2022 01:24:37,5.87,,,,
518,05/12/2022 01:34:37,5.96,,,,
519,05/12/2022 01:44:37,6.00,,,,
520,05/12/2022 01:54:37,6.05,,,,
521,05/12/2022 02:04:37,5.96,,,,
522,05/12/2022 02:14:37,5.92,,,,
523,05/12/2022 02:24:37,5.83,,,,
524,05/12/2022 02:34:37,5.75,,,,
525,05/12/2022 02:44:37,5.79,,,,
526,05/12/2022 02:54:37,5.79,,,,
527,05/12/2022 03:04:37,5.75,,,,
528,05/12/2022 03:14:37,5.75,,,,
529,05/12/2022 03:24:37,5.75,,,,
530,05/12/2022 03:34:37,5.57,,,,
531,05/12/2022 03:44:37,5.57,,,,
532,05/12/2022 03:54:37,5.45,,,,
533,05/12/2022 04:04:37,5.45,,,,
534,05/12/2022 04:14:37,5.49,,,,
535,05/12/2022 04:24:37,5.53,,,,
536,05/12/2022 04:34:37,5.45,,,,
537,05/12/2022 04:44:37,5.49,,,,
538,05/12/2022 04:54:37,5.45,,,,
539,05/12/2022 05:04:37,5.45,,,,
540,05/12/2022 05:14:37,5.40,,,,
541,05/12/2022 05:24:37,5.40,,,,
542,05/12/2022 05:34:37,5.32,,,,
543,05/12/2022 05:44:37,5.32,,,,
544,05/12/2022 05:54:37,5.27,,,,
545,05/12/2022 06:04:37,5.36,,,,
546,05/12/2022 06:14:37,5.40,,,,
547,05/12/2022 06:24:37,5.49,,,,
548,05/12/2022 06:34:37,5.53,,,,
549,05/12/2022 06:44:37,5.57,,,,
550,05/12/2022 06:54:37,5.57,,,,
551,05/12/2022 07:04:37,5.62,,,,
552,05/12/2022 07:14:37,5.66,,,,
553,05/12/2022 07:24:37,5.75,,,,
554,05/12/2022 07:34:37,5.79,,,,
555,05/12/2022 07:44:37,5.87,,,,
556,05/12/2022 07:54:37,5.87,,,,
557,05/12/2022 08:04:37,5.92,,,,
558,05/12/2022 08:14:37,5.79,,,,
559,05/12/2022 08:24:37,5.70,,,,
560,05/12/2022 08:34:37,5.62,,,,
561,05/12/2022 08:44:37,5.79,,,,
562,05/12/2022 08:54:37,5.79,,,,
563,05/12/2022 09:04:37,6.05,,,,
564,05/12/2022 09:14:37,6.35,,,,
565,05/12/2022 09:24:37,6.56,,,,
566,05/12/2022 09:34:37,6.65,,,,
567,05/12/2022 09:44:37,6.82,,,,
568,05/12/2022 09:54:37,6.95,,,,
569,05/12/2022 10:04:37,7.16,,,,
570,05/12/2022 10:14:37,7.29,,,,
571,05/12/2022 10:24:37,7.38,,,,
572,05/12/2022 10:34:37,7.63,,,,
573,05/12/2022 10:44:37,7.76,,,,
574,05/12/2022 10:54:37,7.76,,,,
575,05/12/2022 11:04:37,7.89,,,,
576,05/12/2022 11:14:37,7.85,,,,
577,05/12/2022 11:24:37,7.72,,,,
578,05/12/2022 11:34:37,7.98,,,,
579,05/12/2022 11:44:37,8.23,,,,
580,05/12/2022 11:54:37,8.36,,,,
581,05/12/2022 12:04:37,8.49,,,,
582,05/12/2022 12:14:37,8.28,,,,
583,05/12/2022 12:24:37,8.15,,,,
584,05/12/2022 12:34:37,8.15,,,,
585,05/12/2022 12:44:37,8.32,,,,
586,05/12/2022 12:54:37,8.36,,,,
587,05/12/2022 13:04:37,8.32,,,,
588,05/12/2022 13:14:37,8.28,,,,
589,05/12/2022 13:24:37,8.32,,,,
590,05/12/2022 13:34:37,8.79,,,,
591,05/12/2022 13:44:37,9.09,,,,
592,05/12/2022 13:54:37,9.14,,,,
593,05/12/2022 14:04:37,9.44,,,,
594,05/12/2022 14:14:37,9.31,,,,
595,05/12/2022 14:24:37,8.96,,,,
596,05/12/2022 14:34:37,8.83,,,,
597,05/12/2022 14:44:37,8.79,,,,
598,05/12/2022 14:54:37,8.88,,,,
599,05/12/2022 15:04:37,8.83,,,,
600,05/12/2022 15:14:37,8.79,,,,
601,05/12/2022 15:24:37,8.92,,,,
602,05/12/2022 15:34:37,8.92,,,,
603,05/12/2022 15:44:37,8.96,,,,
604,05/12/2022 15:54:37,9.05,,,,
