#,Date-Time (GMT/BST),Ch: 1 - Temperature   (°C),Button Down,Button Up,Host Connected,End of File
8798,07/08/2022 13:34:37,18.19,,,,
8799,07/08/2022 13:44:37,18.19,,,,
8800,07/08/2022 13:54:37,18.40,,,,
8801,07/08/2022 14:04:37,18.36,,,,
8802,07/08/2022 14:14:37,18.14,,,,
8803,07/08/2022 14:24:37,18.19,,,,
8804,07/08/2022 14:34:37,17.97,,,,
8805,07/08/2022 14:44:37,18.36,,,,
8806,07/08/2022 14:54:37,18.53,,,,
8807,07/08/2022 15:04:37,18.87,,,,
8808,07/08/2022 15:14:37,19.22,,,,
8809,07/08/2022 15:24:37,18.74,,,,
8810,07/08/2022 15:34:37,18.19,,,,
8811,07/08/2022 15:44:37,17.93,,,,
8812,07/08/2022 15:54:37,18.06,,,,
8813,07/08/2022 16:04:37,17.84,,,,
8814,07/08/2022 16:14:37,17.59,,,,
8815,07/08/2022 16:24:37,17.20,,,,
8816,07/08/2022 16:34:37,17.37,,,,
8817,07/08/2022 16:44:37,17.50,,,,
8818,07/08/2022 16:54:37,17.54,,,,
8819,07/08/2022 17:04:37,17.03,,,,
8820,07/08/2022 17:14:37,16.69,,,,
8821,07/08/2022 17:24:37,16.34,,,,
8822,07/08/2022 17:34:37,16.13,,,,
8823,07/08/2022 17:44:37,15.91,,,,
8824,07/08/2022 17:54:37,15.66,,,,
8825,07/08/2022 18:04:37,15.53,,,,
8826,07/08/2022 18:14:37,15.27,,,,
8827,07/08/2022 18:24:37,15.10,,,,
8828,07/08/2022 18:34:37,14.93,,,,
8829,07/08/2022 18:44:37,14.75,,,,
8830,07/08/2022 18:54:37,14.58,,,,
8831,07/08/2022 19:04:37,14.54,,,,
8832,07/08/2022 19:14:37,14.37,,,,
8833,07/08/2022 19:24:37,14.24,,,,
8834,07/08/2022 19:34:37,14.11,,,,
8835,07/08/2022 19:44:37,13.90,,,,
8836,07/08/2022 19:54:37,13.73,,,,
8837,07/08/2022 20:04:37,13.64,,,,
8838,07/08/2022 20:14:37,13.64,,,,
8839,07/08/2022 20:24:37,13.47,,,,
8840,07/08/2022 20:34:37,13.38,,,,
8841,07/08/2022 20:44:37,13.34,,,,
8842,07/08/2022 20:54:37,13.21,,,,
8843,07/08/2022 21:04:37,13.00,,,,
8844,07/08/2022 21:14:37,12.87,,,,
8845,07/08/2022 21:24:37,12.70,,,,
8846,07/08/2022 21:34:37,12.65,,,,
8847,07/08/2022 21:44:37,12.57,,,,
8848,07/08/2022 21:54:37,12.48,,,,
8849,07/08/2022 22:04:37,12.40,,,,
8850,07/08/2022 22:14:37,12.27,,,,
8851,07/08/2022 22:24:37,12.18,,,,
8852,07/08/2022 22:34:37,12.05,,,,
8853,07/08/2022 22:44:37,11.92,,,,
8854,07/08/2022 22:54:37,11.84,,,,
8855,07/08/2022 23:04:37,11.75,,,,
8856,07/08/2022 23:14:37,11.71,,,,
8857,07/08/2022 23:24:37,11.71,,,,
8858,07/08/2022 23:34:37,11.71,,,,
8859,07/08/2022 23:44:37,11.62,,,,
8860,07/08/2022 23:54:37,11.62,,,,
8861,07/09/2022 00:04:37,11.54,,,,
8862,07/09/2022 00:14:37,11.49,,,,
8863,07/09/2022 00:24:37,11.49,,,,
8864,07/09/2022 00:34:37,11.45,,,,
8865,07/09/2022 00:44:37,11.41,,,,
8866,07/09/2022 00:54:37,11.37,,,,
8867,07/09/2022 01:04:37,11.41,,,,
8868,07/09/2022 01:14:37,11.28,,,,
8869,07/09/2022 01:24:37,11.28,,,,
8870,07/09/2022 01:34:37,11.28,,,,
8871,07/09/2022 01:44:37,11.24,,,,
8872,07/09/2022 01:54:37,11.19,,,,
8873,07/09/2022 02:04:37,11.11,,,,
8874,07/09/2022 02:14:37,11.07,,,,
8875,07/09/2022 02:24:37,10.98,,,,
8876,07/09/2022 02:34:37,10.89,,,,
8877,07/09/2022 02:44:37,10.85,,,,
8878,07/09/2022 02:54:37,10.77,,,,
8879,07/09/2022 03:04:37,10.81,,,,
8880,07/09/2022 03:14:37,10.77,,,,
8881,07/09/2022 03:24:37,10.77,,,,
8882,07/09/2022 03:34:37,10.72,,,,
8883,07/09/2022 03:44:37,10.68,,,,
8884,07/09/2022 03:54:37,10.64,,,,
8885,07/09/2022 04:04:37,10.51,,,,
8886,07/09/2022 04:14:37,10.46,,,,
8887,07/09/2022 04:24:37,10.42,,,,
8888,07/09/2022 04:34:37,10.38,,,,
8889,07/09/2022 04:44:37,10.42,,,,
8890,07/09/2022 04:54:37,10.46,,,,
8891,07/09/2022 05:04:37,10.46,,,,
8892,07/09/2022 05:14:37,10.42,,,,
8893,07/09/2022 05:24:37,10.51,,,,
8894,07/09/2022 05:34:37,10.42,,,,
8895,07/09/2022 05:44:37,10.46,,,,
8896,07/09/2022 05:54:37,10.46,,,,
8897,07/09/2022 06:04:37,10.42,,,,
8898,07/09/2022 06:14:37,10.46,,,,
8899,07/09/2022 06:24:37,10.46,,,,
8900,07/09/2022 06:34:37,10.46,,,,
8901,07/09/2022 06:44:37,10.51,,,,
8902,07/09/2022 06:54:37,10.59,,,,
8903,07/09/2022 07:04:37,10.64,,,,
8904,07/09/2022 07:14:37,10.77,,,,
8905,07/09/2022 07:24:37,10.94,,,,
8906,07/09/2022 07:34:37,11.11,,,,
8907,07/09/2022 07:44:37,11.19,,,,
8908,07/09/2022 07:54:37,11.28,,,,
8909,07/09/2022 08:04:37,11.41,,,,
8910,07/09/2022 08:14:37,11.54,,,,
8911,07/09/2022 08:24:37,11.62,,,,
8912,07/09/2022 08:34:37,11.71,,,,
8913,07/09/2022 08:44:37,11.62,,,,
8914,07/09/2022 08:54:37,11.79,,,,
8915,07/09/2022 09:04:37,12.05,,,,
8916,07/09/2022 09:14:37,12.27,,,,
8917,07/09/2022 09:24:37,12.48,,,,
8918,07/09/2022 09:34:37,12.78,,,,
8919,07/09/2022 09:44:37,12.78,,,,
8920,07/09/2022 09:54:37,12.70,,,,
8921,07/09/2022 10:04:37,12.65,,,,
8922,07/09/2022 10:14:37,12.91,,,,
8923,07/09/2022 10:24:37,13.12,,,,
8924,07/09/2022 10:34:37,13.43,,,,
8925,07/09/2022 10:44:37,13.68,,,,
8926,07/09/2022 10:54:37,13.90,,,,
8927,07/09/2022 11:04:37,14.24,,,,
8928,07/09/2022 11:14:37,14.80,,,,
8929,07/09/2022 11:24:37,15.31,,,,
8930,07/09/2022 11:34:37,15.61,,,,
8931,07/09/2022 11:44:37,15.66,,,,
8932,07/09/2022 11:54:37,15.57,,,,
8933,07/09/2022 12:04:37,16.34,,,,
8934,07/09/2022 12:14:37,17.24,,,,
8935,07/09/2022 12:24:37,18.06,,,,
8936,07/09/2022 12:34:37,18.74,,,,
8937,07/09/2022 12:44:37,19.22,,,,
8938,07/09/2022 12:54:37,19.30,,,,
8939,07/09/2022 13:04:37,19.60,,,,
8940,07/09/2022 13:14:37,19.90,,,,
8941,07/09/2022 13:24:37,20.03,,,,
8942,07/09/2022 13:34:37,19.90,,,,
8943,07/09/2022 13:44:37,19.22,,,,
8944,07/09/2022 13:54:37,19.39,,,,
8945,07/09/2022 14:04:37,19.77,,,,
8946,07/09/2022 14:14:37,19.60,,,,
8947,07/09/2022 14:24:37,19.90,,,,
8948,07/09/2022 14:34:37,20.25,,,,
8949,07/09/2022 14:44:37,19.86,,,,
8950,07/09/2022 14:54:37,19.30,,,,
8951,07/09/2022 15:04:37,18.87,,,,
8952,07/09/2022 15:14:37,18.32,,,,
8953,07/09/2022 15:24:37,17.80,,,,
8954,07/09/2022 15:34:37,17.37,,,,
8955,07/09/2022 15:44:37,17.03,,,,
8956,07/09/2022 15:54:37,16.64,,,,
8957,07/09/2022 16:04:37,16.30,,,,
8958,07/09/2022 16:14:37,16.08,,,,
8959,07/09/2022 16:24:37,16.04,,,,
8960,07/09/2022 16:34:37,16.47,,,,
8961,07/09/2022 16:44:37,16.51,,,,
8962,07/09/2022 16:54:37,16.51,,,,
8963,07/09/2022 17:04:37,16.34,,,,
8964,07/09/2022 17:14:37,16.21,,,,
8965,07/09/2022 17:24:37,16.13,,,,
8966,07/09/2022 17:34:37,16.17,,,,
8967,07/09/2022 17:44:37,16.04,,,,
8968,07/09/2022 17:54:37,15.91,,,,
8969,07/09/2022 18:04:37,15.66,,,,
8970,07/09/2022 18:14:37,15.57,,,,
8971,07/09/2022 18:24:37,15.61,,,,
8972,07/09/2022 18:34:37,15.61,,,,
8973,07/09/2022 18:44:37,15.53,,,,
8974,07/09/2022 18:54:37,15.31,,,,
8975,07/09/2022 19:04:37,15.18,,,,
8976,07/09/2022 19:14:37,15.14,,,,
8977,07/09/2022 19:24:37,15.10,,,,
8978,07/09/2022 19:34:37,15.36,,,,
8979,07/09/2022 19:44:37,15.14,,,,
8980,07/09/2022 19:54:37,14.88,,,,
8981,07/09/2022 20:04:37,14.67,,,,
8982,07/09/2022 20:14:37,14.45,,,,
8983,07/09/2022 20:24:37,14.20,,,,
8984,07/09/2022 20:34:37,14.11,,,,
8985,07/09/2022 20:44:37,13.94,,,,
8986,07/09/2022 20:54:37,13.81,,,,
8987,07/09/2022 21:04:37,13.81,,,,
8988,07/09/2022 21:14:37,13.64,,,,
8989,07/09/2022 21:24:37,13.60,,,,
8990,07/09/2022 21:34:37,13.43,,,,
8991,07/09/2022 21:44:37,13.43,,,,
8992,07/09/2022 21:54:37,13.34,,,,
8993,07/09/2022 22:04:37,13.34,,,,
8994,07/09/2022 22:14:37,13.25,,,,
8995,07/09/2022 22:24:37,13.21,,,,
8996,07/09/2022 22:34:37,13.17,,,,
8997,07/09/2022 22:44:37,13.12,,,,
8998,07/09/2022 22:54:37,13.08,,,,
8999,07/09/2022 23:04:37,13.00,,,,
9000,07/09/2022 23:14:37,13.00,,,,
9001,07/09/2022 23:24:37,12.91,,,,
9002,07/09/2022 23:34:37,12.78,,,,
9003,07/09/2022 23:44:37,12.74,,,,
9004,07/09/2022 23:54:37,12.70,,,,
9005,07/10/2022 00:04:37,12.70,,,,
9006,07/10/2022 00:14:37,12.65,,,,
9007,07/10/2022 00:24:37,12.57,,,,
9008,07/10/2022 00:34:37,12.57,,,,
9009,07/10/2022 00:44:37,12.52,,,,
9010,07/10/2022 00:54:37,12.44,,,,
9011,07/10/2022 01:04:37,12.35,,,,
9012,07/10/2022 01:14:37,12.31,,,,
9013,07/10/2022 01:24:37,12.22,,,,
9014,07/10/2022 01:34:37,12.18,,,,
9015,07/10/2022 01:44:37,12.10,,,,
9016,07/10/2022 01:54:37,12.05,,,,
9017,07/10/2022 02:04:37,11.92,,,,
9018,07/10/2022 02:14:37,11.84,,,,
9019,07/10/2022 02:24:37,11.79,,,,
9020,07/10/2022 02:34:37,11.71,,,,
9021,07/10/2022 02:44:37,11.75,,,,
9022,07/10/2022 02:54:37,11.71,,,,
9023,07/10/2022 03:04:37,11.67,,,,
9024,07/10/2022 03:14:37,11.58,,,,
9025,07/10/2022 03:24:37,11.54,,,,
9026,07/10/2022 03:34:37,11.58,,,,
9027,07/10/2022 03:44:37,11.49,,,,
9028,07/10/2022 03:54:37,11.45,,,,
9029,07/10/2022 04:04:37,11.37,,,,
9030,07/10/2022 04:14:37,11.41,,,,
9031,07/10/2022 04:24:37,11.28,,,,
9032,07/10/2022 04:34:37,11.19,,,,
9033,07/10/2022 04:44:37,11.19,,,,
9034,07/10/2022 04:54:37,11.11,,,,
9035,07/10/2022 05:04:37,10.98,,,,
9036,07/10/2022 05:14:37,11.02,,,,
9037,07/10/2022 05:24:37,10.94,,,,
9038,07/10/2022 05:34:37,10.89,,,,
9039,07/10/2022 05:44:37,10.81,,,,
9040,07/10/2022 05:54:37,10.81,,,,
9041,07/10/2022 06:04:37,10.85,,,,
9042,07/10/2022 06:14:37,10.81,,,,
9043,07/10/2022 06:24:37,10.81,,,,
9044,07/10/2022 06:34:37,10.77,,,,
9045,07/10/2022 06:44:37,10.77,,,,
9046,07/10/2022 06:54:37,10.77,,,,
9047,07/10/2022 07:04:37,10.77,,,,
9048,07/10/2022 07:14:37,10.77,,,,
9049,07/10/2022 07:24:37,10.72,,,,
9050,07/10/2022 07:34:37,10.72,,,,
9051,07/10/2022 07:44:37,10.77,,,,
9052,07/10/2022 07:54:37,10.77,,,,
9053,07/10/2022 08:04:37,10.77,,,,
9054,07/10/2022 08:14:37,10.72,,,,
9055,07/10/2022 08:24:37,10.81,,,,
9056,07/10/2022 08:34:37,10.89,,,,
9057,07/10/2022 08:44:37,10.98,,,,
9058,07/10/2022 08:54:37,10.98,,,,
9059,07/10/2022 09:04:37,11.07,,,,
9060,07/10/2022 09:14:37,11.19,,,,
9061,07/10/2022 09:24:37,11.24,,,,
9062,07/10/2022 09:34:37,11.41,,,,
9063,07/10/2022 09:44:37,11.54,,,,
9064,07/10/2022 09:54:37,11.71,,,,
9065,07/10/2022 10:04:37,11.92,,,,
9066,07/10/2022 10:14:37,12.14,,,,
9067,07/10/2022 10:24:37,12.40,,,,
9068,07/10/2022 10:34:37,12.74,,,,
9069,07/10/2022 10:44:37,13.30,,,,
9070,07/10/2022 10:54:37,13.81,,,,
9071,07/10/2022 11:04:37,14.45,,,,
9072,07/10/2022 11:14:37,15.06,,,,
9073,07/10/2022 11:24:37,15.66,,,,
9074,07/10/2022 11:34:37,16.08,,,,
9075,07/10/2022 11:44:37,16.51,,,,
9076,07/10/2022 11:54:37,17.07,,,,
9077,07/10/2022 12:04:37,17.67,,,,
9078,07/10/2022 12:14:37,18.10,,,,
9079,07/10/2022 12:24:37,18.53,,,,
9080,07/10/2022 12:34:37,19.05,,,,
9081,07/10/2022 12:44:37,19.47,,,,
9082,07/10/2022 12:54:37,19.95,,,,
9083,07/10/2022 13:04:37,20.33,,,,
9084,07/10/2022 13:14:37,20.59,,,,
9085,07/10/2022 13:24:37,20.68,,,,
9086,07/10/2022 13:34:37,20.72,,,,
9087,07/10/2022 13:44:37,20.76,,,,
9088,07/10/2022 13:54:37,20.85,,,,
9089,07/10/2022 14:04:37,20.76,,,,
9090,07/10/2022 14:14:37,20.72,,,,
9091,07/10/2022 14:24:37,20.76,,,,
9092,07/10/2022 14:34:37,20.80,,,,
9093,07/10/2022 14:44:37,20.93,,,,
9094,07/10/2022 14:54:37,21.10,,,,
9095,07/10/2022 15:04:37,21.36,,,,
9096,07/10/2022 15:14:37,21.70,,,,
9097,07/10/2022 15:24:37,22.13,,,,
9098,07/10/2022 15:34:37,22.56,,,,
9099,07/10/2022 15:44:37,23.08,,,,
9100,07/10/2022 15:54:37,23.51,,,,
9101,07/10/2022 16:04:37,23.76,,,,
9102,07/10/2022 16:14:37,24.02,,,,
9103,07/10/2022 16:24:37,24.19,,,,
9104,07/10/2022 16:34:37,24.32,,,,
9105,07/10/2022 16:44:37,24.28,,,,
9106,07/10/2022 16:54:37,24.15,,,,
9107,07/10/2022 17:04:37,23.98,,,,
9108,07/10/2022 17:14:37,23.42,,,,
9109,07/10/2022 17:24:37,23.08,,,,
9110,07/10/2022 17:34:37,23.25,,,,
9111,07/10/2022 17:44:37,23.34,,,,
9112,07/10/2022 17:54:37,23.42,,,,
9113,07/10/2022 18:04:37,23.68,,,,
9114,07/10/2022 18:14:37,23.94,,,,
9115,07/10/2022 18:24:37,23.98,,,,
9116,07/10/2022 18:34:37,23.89,,,,
9117,07/10/2022 18:44:37,23.72,,,,
9118,07/10/2022 18:54:37,23.34,,,,
9119,07/10/2022 19:04:37,22.86,,,,
9120,07/10/2022 19:14:37,22.18,,,,
9121,07/10/2022 19:24:37,21.40,,,,
9122,07/10/2022 19:34:37,20.76,,,,
9123,07/10/2022 19:44:37,20.25,,,,
9124,07/10/2022 19:54:37,19.82,,,,
9125,07/10/2022 20:04:37,19.43,,,,
9126,07/10/2022 20:14:37,18.96,,,,
9127,07/10/2022 20:24:37,18.49,,,,
9128,07/10/2022 20:34:37,18.06,,,,
9129,07/10/2022 20:44:37,17.67,,,,
9130,07/10/2022 20:54:37,17.29,,,,
9131,07/10/2022 21:04:37,17.03,,,,
9132,07/10/2022 21:14:37,16.77,,,,
9133,07/10/2022 21:24:37,16.56,,,,
9134,07/10/2022 21:34:37,16.43,,,,
9135,07/10/2022 21:44:37,16.21,,,,
9136,07/10/2022 21:54:37,15.96,,,,
9137,07/10/2022 22:04:37,15.78,,,,
9138,07/10/2022 22:14:37,15.61,,,,
9139,07/10/2022 22:24:37,15.44,,,,
9140,07/10/2022 22:34:37,15.27,,,,
9141,07/10/2022 22:44:37,15.18,,,,
9142,07/10/2022 22:54:37,15.01,,,,
9143,07/10/2022 23:04:37,14.84,,,,
9144,07/10/2022 23:14:37,14.80,,,,
9145,07/10/2022 23:24:37,14.63,,,,
9146,07/10/2022 23:34:37,14.54,,,,
9147,07/10/2022 23:44:37,14.41,,,,
9148,07/10/2022 23:54:37,14.28,,,,
9149,07/11/2022 00:04:37,14.20,,,,
9150,07/11/2022 00:14:37,14.03,,,,
9151,07/11/2022 00:24:37,13.94,,,,
9152,07/11/2022 00:34:37,13.90,,,,
9153,07/11/2022 00:44:37,13.81,,,,
9154,07/11/2022 00:54:37,13.68,,,,
9155,07/11/2022 01:04:37,13.60,,,,
9156,07/11/2022 01:14:37,13.51,,,,
9157,07/11/2022 01:24:37,13.43,,,,
9158,07/11/2022 01:34:37,13.34,,,,
9159,07/11/2022 01:44:37,13.25,,,,
9160,07/11/2022 01:54:37,13.17,,,,
9161,07/11/2022 02:04:37,13.08,,,,
9162,07/11/2022 02:14:37,13.04,,,,
9163,07/11/2022 02:24:37,13.04,,,,
9164,07/11/2022 02:34:37,13.00,,,,
9165,07/11/2022 02:44:37,12.87,,,,
9166,07/11/2022 02:54:37,12.87,,,,
9167,07/11/2022 03:04:37,12.82,,,,
9168,07/11/2022 03:14:37,12.78,,,,
9169,07/11/2022 03:24:37,12.74,,,,
9170,07/11/2022 03:34:37,12.70,,,,
9171,07/11/2022 03:44:37,12.65,,,,
9172,07/11/2022 03:54:37,12.61,,,,
9173,07/11/2022 04:04:37,12.57,,,,
9174,07/11/2022 04:14:37,12.48,,,,
9175,07/11/2022 04:24:37,12.44,,,,
9176,07/11/2022 04:34:37,12.40,,,,
9177,07/11/2022 04:44:37,12.22,,,,
9178,07/11/2022 04:54:37,12.22,,,,
9179,07/11/2022 05:04:37,12.18,,,,
9180,07/11/2022 05:14:37,12.22,,,,
9181,07/11/2022 05:24:37,12.31,,,,
9182,07/11/2022 05:34:37,12.35,,,,
9183,07/11/2022 05:44:37,12.52,,,,
9184,07/11/2022 05:54:37,12.65,,,,
9185,07/11/2022 06:04:37,12.70,,,,
9186,07/11/2022 06:14:37,12.78,,,,
9187,07/11/2022 06:24:37,12.87,,,,
9188,07/11/2022 06:34:37,13.00,,,,
9189,07/11/2022 06:44:37,13.17,,,,
9190,07/11/2022 06:54:37,13.30,,,,
9191,07/11/2022 07:04:37,13.51,,,,
9192,07/11/2022 07:14:37,13.64,,,,
9193,07/11/2022 07:24:37,13.81,,,,
9194,07/11/2022 07:34:37,13.98,,,,
9195,07/11/2022 07:44:37,14.11,,,,
9196,07/11/2022 07:54:37,14.07,,,,
9197,07/11/2022 08:04:37,14.03,,,,
9198,07/11/2022 08:14:37,14.11,,,,
9199,07/11/2022 08:24:37,14.20,,,,
9200,07/11/2022 08:34:37,14.33,,,,
9201,07/11/2022 08:44:37,14.50,,,,
9202,07/11/2022 08:54:37,14.71,,,,
9203,07/11/2022 09:04:37,14.93,,,,
9204,07/11/2022 09:14:37,15.18,,,,
9205,07/11/2022 09:24:37,15.36,,,,
9206,07/11/2022 09:34:37,15.48,,,,
9207,07/11/2022 09:44:37,15.61,,,,
9208,07/11/2022 09:54:37,15.74,,,,
9209,07/11/2022 10:04:37,15.70,,,,
9210,07/11/2022 10:14:37,15.70,,,,
9211,07/11/2022 10:24:37,15.61,,,,
9212,07/11/2022 10:34:37,15.44,,,,
9213,07/11/2022 10:44:37,15.53,,,,
9214,07/11/2022 10:54:37,15.40,,,,
9215,07/11/2022 11:04:37,15.31,,,,
9216,07/11/2022 11:14:37,15.40,,,,
9217,07/11/2022 11:24:37,16.13,,,,
9218,07/11/2022 11:34:37,16.39,,,,
9219,07/11/2022 11:44:37,16.47,,,,
9220,07/11/2022 11:54:37,16.60,,,,
9221,07/11/2022 12:04:37,16.86,,,,
9222,07/11/2022 12:14:37,17.41,,,,
9223,07/11/2022 12:24:37,17.67,,,,
9224,07/11/2022 12:34:37,18.49,,,,
9225,07/11/2022 12:44:37,18.66,,,,
9226,07/11/2022 12:54:37,19.05,,,,
9227,07/11/2022 13:04:37,19.77,,,,
9228,07/11/2022 13:14:37,19.17,,,,
9229,07/11/2022 13:24:37,18.96,,,,
9230,07/11/2022 13:34:37,18.79,,,,
9231,07/11/2022 13:44:37,18.66,,,,
9232,07/11/2022 13:54:37,18.70,,,,
9233,07/11/2022 14:04:37,18.74,,,,
9234,07/11/2022 14:14:37,19.05,,,,
9235,07/11/2022 14:24:37,19.26,,,,
9236,07/11/2022 14:34:37,19.39,,,,
9237,07/11/2022 14:44:37,19.52,,,,
9238,07/11/2022 14:54:37,19.73,,,,
9239,07/11/2022 15:04:37,19.17,,,,
9240,07/11/2022 15:14:37,18.74,,,,
9241,07/11/2022 15:24:37,18.49,,,,
9242,07/11/2022 15:34:37,18.19,,,,
9243,07/11/2022 15:44:37,18.06,,,,
9244,07/11/2022 15:54:37,18.06,,,,
9245,07/11/2022 16:04:37,18.19,,,,
9246,07/11/2022 16:14:37,17.93,,,,
9247,07/11/2022 16:24:37,17.59,,,,
9248,07/11/2022 16:34:37,17.46,,,,
9249,07/11/2022 16:44:37,17.37,,,,
9250,07/11/2022 16:54:37,17.20,,,,
9251,07/11/2022 17:04:37,16.99,,,,
9252,07/11/2022 17:14:37,16.77,,,,
9253,07/11/2022 17:24:37,16.60,,,,
9254,07/11/2022 17:34:37,16.47,,,,
9255,07/11/2022 17:44:37,16.26,,,,
9256,07/11/2022 17:54:37,16.13,,,,
9257,07/11/2022 18:04:37,15.96,,,,
9258,07/11/2022 18:14:37,15.78,,,,
9259,07/11/2022 18:24:37,15.70,,,,
9260,07/11/2022 18:34:37,15.61,,,,
9261,07/11/2022 18:44:37,15.57,,,,
9262,07/11/2022 18:54:37,15.48,,,,
9263,07/11/2022 19:04:37,15.36,,,,
9264,07/11/2022 19:14:37,15.10,,,,
9265,07/11/2022 19:24:37,15.01,,,,
9266,07/11/2022 19:34:37,14.97,,,,
9267,07/11/2022 19:44:37,14.88,,,,
9268,07/11/2022 19:54:37,14.71,,,,
9269,07/11/2022 20:04:37,14.63,,,,
9270,07/11/2022 20:14:37,14.54,,,,
9271,07/11/2022 20:24:37,14.50,,,,
9272,07/11/2022 20:34:37,14.37,,,,
9273,07/11/2022 20:44:37,14.28,,,,
9274,07/11/2022 20:54:37,14.28,,,,
9275,07/11/2022 21:04:37,14.20,,,,
9276,07/11/2022 21:14:37,14.11,,,,
9277,07/11/2022 21:24:37,14.07,,,,
9278,07/11/2022 21:34:37,14.03,,,,
9279,07/11/2022 21:44:37,13.98,,,,
9280,07/11/2022 21:54:37,13.94,,,,
9281,07/11/2022 22:04:37,13.94,,,,
9282,07/11/2022 22:14:37,13.85,,,,
9283,07/11/2022 22:24:37,13.81,,,,
9284,07/11/2022 22:34:37,13.81,,,,
9285,07/11/2022 22:44:37,13.81,,,,
9286,07/11/2022 22:54:37,13.73,,,,
9287,07/11/2022 23:04:37,13.73,,,,
9288,07/11/2022 23:14:37,13.73,,,,
9289,07/11/2022 23:24:37,13.77,,,,
9290,07/11/2022 23:34:37,13.73,,,,
9291,07/11/2022 23:44:37,13.73,,,,
9292,07/11/2022 23:54:37,13.73,,,,
9293,07/12/2022 00:04:37,13.73,,,,
9294,07/12/2022 00:14:37,13.68,,,,
9295,07/12/2022 00:24:37,13.68,,,,
9296,07/12/2022 00:34:37,13.64,,,,
9297,07/12/2022 00:44:37,13.68,,,,
9298,07/12/2022 00:54:37,13.60,,,,
9299,07/12/2022 01:04:37,13.60,,,,
9300,07/12/2022 01:14:37,13.60,,,,
9301,07/12/2022 01:24:37,13.60,,,,
9302,07/12/2022 01:34:37,13.60,,,,
9303,07/12/2022 01:44:37,13.51,,,,
9304,07/12/2022 01:54:37,13.51,,,,
9305,07/12/2022 02:04:37,13.47,,,,
9306,07/12/2022 02:14:37,13.47,,,,
9307,07/12/2022 02:24:37,13.51,,,,
9308,07/12/2022 02:34:37,13.51,,,,
9309,07/12/2022 02:44:37,13.47,,,,
9310,07/12/2022 02:54:37,13.47,,,,
9311,07/12/2022 03:04:37,13.43,,,,
9312,07/12/2022 03:14:37,13.43,,,,
9313,07/12/2022 03:24:37,13.38,,,,
9314,07/12/2022 03:34:37,13.38,,,,
9315,07/12/2022 03:44:37,13.38,,,,
9316,07/12/2022 03:54:37,13.34,,,,
9317,07/12/2022 04:04:37,13.43,,,,
9318,07/12/2022 04:14:37,13.34,,,,
9319,07/12/2022 04:24:37,13.38,,,,
9320,07/12/2022 04:34:37,13.30,,,,
9321,07/12/2022 04:44:37,13.34,,,,
9322,07/12/2022 04:54:37,13.25,,,,
9323,07/12/2022 05:04:37,13.30,,,,
9324,07/12/2022 05:14:37,13.30,,,,
9325,07/12/2022 05:24:37,13.25,,,,
9326,07/12/2022 05:34:37,13.25,,,,
9327,07/12/2022 05:44:37,13.25,,,,
9328,07/12/2022 05:54:37,13.25,,,,
9329,07/12/2022 06:04:37,13.30,,,,
9330,07/12/2022 06:14:37,13.30,,,,
9331,07/12/2022 06:24:37,13.25,,,,
9332,07/12/2022 06:34:37,13.25,,,,
9333,07/12/2022 06:44:37,13.25,,,,
9334,07/12/2022 06:54:37,13.21,,,,
9335,07/12/2022 07:04:37,13.21,,,,
9336,07/12/2022 07:14:37,13.21,,,,
9337,07/12/2022 07:24:37,13.21,,,,
9338,07/12/2022 07:34:37,13.21,,,,
9339,07/12/2022 07:44:37,13.21,,,,
9340,07/12/2022 07:54:37,13.30,,,,
9341,07/12/2022 08:04:37,13.38,,,,
9342,07/12/2022 08:14:37,13.47,,,,
9343,07/12/2022 08:24:37,13.51,,,,
9344,07/12/2022 08:34:37,13.77,,,,
9345,07/12/2022 08:44:37,13.90,,,,
9346,07/12/2022 08:54:37,13.94,,,,
9347,07/12/2022 09:04:37,13.90,,,,
9348,07/12/2022 09:14:37,13.81,,,,
9349,07/12/2022 09:24:37,13.85,,,,
9350,07/12/2022 09:34:37,13.90,,,,
9351,07/12/2022 09:44:37,14.03,,,,
9352,07/12/2022 09:54:37,14.11,,,,
9353,07/12/2022 10:04:37,13.85,,,,
9354,07/12/2022 10:14:37,13.81,,,,
9355,07/12/2022 10:24:37,14.03,,,,
9356,07/12/2022 10:34:37,14.24,,,,
9357,07/12/2022 10:44:37,14.58,,,,
9358,07/12/2022 10:54:37,15.10,,,,
9359,07/12/2022 11:04:37,15.57,,,,
9360,07/12/2022 11:14:37,16.08,,,,
9361,07/12/2022 11:24:37,16.51,,,,
9362,07/12/2022 11:34:37,17.03,,,,
9363,07/12/2022 11:44:37,17.46,,,,
9364,07/12/2022 11:54:37,17.93,,,,
9365,07/12/2022 12:04:37,18.27,,,,
9366,07/12/2022 12:14:37,18.49,,,,
9367,07/12/2022 12:24:37,18.87,,,,
9368,07/12/2022 12:34:37,19.22,,,,
9369,07/12/2022 12:44:37,19.65,,,,
9370,07/12/2022 12:54:37,20.16,,,,
9371,07/12/2022 13:04:37,20.59,,,,
9372,07/12/2022 13:14:37,20.76,,,,
9373,07/12/2022 13:24:37,20.93,,,,
9374,07/12/2022 13:34:37,20.89,,,,
9375,07/12/2022 13:44:37,20.85,,,,
9376,07/12/2022 13:54:37,20.85,,,,
9377,07/12/2022 14:04:37,20.93,,,,
9378,07/12/2022 14:14:37,20.85,,,,
