#,Date-Time (GMT/BST),Ch: 1 - Temperature   (°C),Button Down,Button Up,Host Connected,Low Power Warning,Safe Shut down Low Battery,Stopped,End of File
1,11/20/2020 20:17:18,20.25,,,,,,,
2,11/20/2020 20:27:18,20.50,,,,,,,
3,11/20/2020 20:37:18,20.12,,,,,,,
4,11/20/2020 20:47:18,19.82,,,,,,,
5,11/20/2020 20:57:18,19.60,,,,,,,
6,11/20/2020 21:07:18,19.47,,,,,,,
7,11/20/2020 21:17:18,19.30,,,,,,,
8,11/20/2020 21:27:18,19.26,,,,,,,
9,11/20/2020 21:37:18,19.13,,,,,,,
10,11/20/2020 21:47:18,19.09,,,,,,,
11,11/20/2020 21:57:18,18.96,,,,,,,
12,11/20/2020 22:07:18,18.92,,,,,,,
13,11/20/2020 22:17:18,18.87,,,,,,,
14,11/20/2020 22:27:18,18.79,,,,,,,
15,11/20/2020 22:37:18,18.74,,,,,,,
16,11/20/2020 22:47:18,18.62,,,,,,,
17,11/20/2020 22:57:18,18.57,,,,,,,
18,11/20/2020 23:07:18,18.49,,,,,,,
19,11/20/2020 23:17:18,18.36,,,,,,,
20,11/20/2020 23:27:18,18.36,,,,,,,
21,11/20/2020 23:37:18,18.32,,,,,,,
22,11/20/2020 23:47:18,18.27,,,,,,,
23,11/20/2020 23:57:18,18.27,,,,,,,
24,11/21/2020 00:07:18,18.19,,,,,,,
25,11/21/2020 00:17:18,18.19,,,,,,,
26,11/21/2020 00:27:18,18.14,,,,,,,
27,11/21/2020 00:37:18,18.10,,,,,,,
28,11/21/2020 00:47:18,18.06,,,,,,,
29,11/21/2020 00:57:18,18.02,,,,,,,
30,11/21/2020 01:07:18,18.06,,,,,,,
31,11/21/2020 01:17:18,18.02,,,,,,,
32,11/21/2020 01:27:18,18.02,,,,,,,
33,11/21/2020 01:37:18,17.97,,,,,,,
34,11/21/2020 01:47:18,17.97,,,,,,,
35,11/21/2020 01:57:18,17.93,,,,,,,
36,11/21/2020 02:07:18,17.93,,,,,,,
37,11/21/2020 02:17:18,17.89,,,,,,,
38,11/21/2020 02:27:18,17.89,,,,,,,
39,11/21/2020 02:37:18,17.89,,,,,,,
40,11/21/2020 02:47:18,17.84,,,,,,,
41,11/21/2020 02:57:18,17.84,,,,,,,
42,11/21/2020 03:07:18,17.80,,,,,,,
43,11/21/2020 03:17:18,17.76,,,,,,,
44,11/21/2020 03:27:18,17.76,,,,,,,
45,11/21/2020 03:37:18,17.72,,,,,,,
46,11/21/2020 03:47:18,17.72,,,,,,,
47,11/21/2020 03:57:18,17.63,,,,,,,
48,11/21/2020 04:07:18,17.63,,,,,,,
49,11/21/2020 04:17:18,17.59,,,,,,,
50,11/21/2020 04:27:18,17.50,,,,,,,
51,11/21/2020 04:37:18,17.54,,,,,,,
52,11/21/2020 04:47:18,17.46,,,,,,,
53,11/21/2020 04:57:18,17.46,,,,,,,
54,11/21/2020 05:07:18,17.37,,,,,,,
55,11/21/2020 05:17:18,17.33,,,,,,,
56,11/21/2020 05:27:18,17.29,,,,,,,
57,11/21/2020 05:37:18,17.29,,,,,,,
58,11/21/2020 05:47:18,17.20,,,,,,,
59,11/21/2020 05:57:18,17.16,,,,,,,
60,11/21/2020 06:07:18,17.11,,,,,,,
61,11/21/2020 06:17:18,17.03,,,,,,,
62,11/21/2020 06:27:18,17.03,,,,,,,
63,11/21/2020 06:37:18,16.94,,,,,,,
64,11/21/2020 06:47:18,16.94,,,,,,,
65,11/21/2020 06:57:18,16.94,,,,,,,
66,11/21/2020 07:07:18,16.86,,,,,,,
67,11/21/2020 07:17:18,16.69,,,,,,,
68,11/21/2020 07:27:18,16.56,,,,,,,
69,11/21/2020 07:37:18,16.39,,,,,,,
70,11/21/2020 07:47:18,16.30,,,,,,,
71,11/21/2020 07:57:18,16.26,,,,,,,
72,11/21/2020 08:07:18,16.21,,,,,,,
73,11/21/2020 08:17:18,16.26,,,,,,,
74,11/21/2020 08:27:18,16.34,,,,,,,
75,11/21/2020 08:37:18,16.39,,,,,,,
76,11/21/2020 08:47:18,16.43,,,,,,,
77,11/21/2020 08:57:18,16.47,,,,,,,
78,11/21/2020 09:07:18,16.56,,,,,,,
79,11/21/2020 09:17:18,16.47,,,,,,,
80,11/21/2020 09:27:18,16.47,,,,,,,
81,11/21/2020 09:37:18,16.51,,,,,,,
82,11/21/2020 09:47:18,16.51,,,,,,,
83,11/21/2020 09:57:18,16.51,,,,,,,
84,11/21/2020 10:07:18,16.56,,,,,,,
85,11/21/2020 10:17:18,16.64,,,,,,,
86,11/21/2020 10:27:18,16.64,,,,,,,
87,11/21/2020 10:37:18,16.69,,,,,,,
88,11/21/2020 10:47:18,16.64,,,,,,,
89,11/21/2020 10:57:18,16.51,,,,,,,
90,11/21/2020 11:07:18,16.30,,,,,,,
91,11/21/2020 11:17:18,16.00,,,,,,,
92,11/21/2020 11:27:18,15.70,,,,,,,
93,11/21/2020 11:37:18,15.40,,,,,,,
94,11/21/2020 11:47:18,15.10,,,,,,,
95,11/21/2020 11:57:18,14.75,,,,,,,
96,11/21/2020 12:07:18,14.45,,,,,,,
97,11/21/2020 12:17:18,14.15,,,,,,,
98,11/21/2020 12:27:18,13.85,,,,,,,
99,11/21/2020 12:37:18,13.55,,,,,,,
100,11/21/2020 12:47:18,13.47,,,,,,,
101,11/21/2020 12:57:18,13.21,,,,,,,
102,11/21/2020 13:07:18,12.82,,,,,,,
103,11/21/2020 13:17:18,11.97,,,,,,,
104,11/21/2020 13:27:18,9.56,,,,,,,
105,11/21/2020 13:37:18,7.81,,,,,,,
106,11/21/2020 13:47:18,6.78,,,,,,,
107,11/21/2020 13:57:18,6.60,,,,,,,
108,11/21/2020 14:07:18,6.22,,,,,,,
109,11/21/2020 14:17:18,5.49,,,,,,,
110,11/21/2020 14:27:18,4.63,,,,,,,
111,11/21/2020 14:37:18,3.99,,,,,,,
112,11/21/2020 14:47:18,3.73,,,,,,,
113,11/21/2020 14:52:00,,Logged,Logged,,,,,
114,11/21/2020 14:57:18,3.77,,,,,,,
115,11/21/2020 15:07:18,3.47,,,,,,,
116,11/21/2020 15:17:18,3.26,,,,,,,
117,11/21/2020 15:27:18,3.21,,,,,,,
118,11/21/2020 15:37:18,3.13,,,,,,,
119,11/21/2020 15:47:18,3.00,,,,,,,
120,11/21/2020 15:57:18,2.83,,,,,,,
121,11/21/2020 16:07:18,2.74,,,,,,,
122,11/21/2020 16:17:18,2.66,,,,,,,
123,11/21/2020 16:27:18,2.57,,,,,,,
124,11/21/2020 16:37:18,2.49,,,,,,,
125,11/21/2020 16:47:18,2.44,,,,,,,
126,11/21/2020 16:57:18,2.49,,,,,,,
127,11/21/2020 17:07:18,2.44,,,,,,,
128,11/21/2020 17:17:18,2.49,,,,,,,
129,11/21/2020 17:27:18,2.53,,,,,,,
130,11/21/2020 17:37:18,2.53,,,,,,,
131,11/21/2020 17:47:18,2.61,,,,,,,
132,11/21/2020 17:57:18,2.61,,,,,,,
133,11/21/2020 18:07:18,2.61,,,,,,,
134,11/21/2020 18:17:18,2.44,,,,,,,
135,11/21/2020 18:27:18,2.36,,,,,,,
136,11/21/2020 18:37:18,2.23,,,,,,,
137,11/21/2020 18:47:18,2.06,,,,,,,
138,11/21/2020 18:57:18,2.10,,,,,,,
139,11/21/2020 19:07:18,2.10,,,,,,,
140,11/21/2020 19:17:18,2.14,,,,,,,
141,11/21/2020 19:27:18,2.19,,,,,,,
142,11/21/2020 19:37:18,2.14,,,,,,,
143,11/21/2020 19:47:18,2.10,,,,,,,
144,11/21/2020 19:57:18,2.06,,,,,,,
145,11/21/2020 20:07:18,2.10,,,,,,,
146,11/21/2020 20:17:18,2.06,,,,,,,
147,11/21/2020 20:27:18,2.10,,,,,,,
148,11/21/2020 20:37:18,2.10,,,,,,,
149,11/21/2020 20:47:18,2.01,,,,,,,
150,11/21/2020 20:57:18,1.97,,,,,,,
151,11/21/2020 21:07:18,1.97,,,,,,,
152,11/21/2020 21:17:18,2.01,,,,,,,
153,11/21/2020 21:27:18,1.93,,,,,,,
154,11/21/2020 21:37:18,1.93,,,,,,,
155,11/21/2020 21:47:18,1.97,,,,,,,
156,11/21/2020 21:57:18,2.01,,,,,,,
157,11/21/2020 22:07:18,2.01,,,,,,,
158,11/21/2020 22:17:18,1.97,,,,,,,
159,11/21/2020 22:27:18,1.93,,,,,,,
160,11/21/2020 22:37:18,1.84,,,,,,,
161,11/21/2020 22:47:18,1.84,,,,,,,
162,11/21/2020 22:57:18,1.80,,,,,,,
163,11/21/2020 23:07:18,1.84,,,,,,,
164,11/21/2020 23:17:18,1.76,,,,,,,
165,11/21/2020 23:27:18,1.80,,,,,,,
166,11/21/2020 23:37:18,1.80,,,,,,,
167,11/21/2020 23:47:18,1.80,,,,,,,
168,11/21/2020 23:57:18,1.76,,,,,,,
169,11/22/2020 00:07:18,1.67,,,,,,,
170,11/22/2020 00:17:18,1.58,,,,,,,
171,11/22/2020 00:27:18,1.58,,,,,,,
172,11/22/2020 00:37:18,1.63,,,,,,,
173,11/22/2020 00:47:18,1.63,,,,,,,
174,11/22/2020 00:57:18,1.54,,,,,,,
175,11/22/2020 01:07:18,1.54,,,,,,,
176,11/22/2020 01:17:18,1.58,,,,,,,
177,11/22/2020 01:27:18,1.54,,,,,,,
178,11/22/2020 01:37:18,1.50,,,,,,,
179,11/22/2020 01:47:18,1.50,,,,,,,
180,11/22/2020 01:57:18,1.46,,,,,,,
181,11/22/2020 02:07:18,1.46,,,,,,,
182,11/22/2020 02:17:18,1.50,,,,,,,
183,11/22/2020 02:27:18,1.54,,,,,,,
184,11/22/2020 02:37:18,1.58,,,,,,,
185,11/22/2020 02:47:18,1.63,,,,,,,
186,11/22/2020 02:57:18,1.58,,,,,,,
187,11/22/2020 03:07:18,1.63,,,,,,,
188,11/22/2020 03:17:18,1.63,,,,,,,
189,11/22/2020 03:27:18,1.63,,,,,,,
190,11/22/2020 03:37:18,1.58,,,,,,,
191,11/22/2020 03:47:18,1.54,,,,,,,
192,11/22/2020 03:57:18,1.46,,,,,,,
193,11/22/2020 04:07:18,1.50,,,,,,,
194,11/22/2020 04:17:18,1.50,,,,,,,
195,11/22/2020 04:27:18,1.50,,,,,,,
196,11/22/2020 04:37:18,1.50,,,,,,,
197,11/22/2020 04:47:18,1.46,,,,,,,
198,11/22/2020 04:57:18,1.46,,,,,,,
199,11/22/2020 05:07:18,1.37,,,,,,,
200,11/22/2020 05:17:18,1.37,,,,,,,
201,11/22/2020 05:27:18,1.37,,,,,,,
202,11/22/2020 05:37:18,1.46,,,,,,,
203,11/22/2020 05:47:18,1.37,,,,,,,
204,11/22/2020 05:57:18,1.37,,,,,,,
205,11/22/2020 06:07:18,1.41,,,,,,,
206,11/22/2020 06:17:18,1.37,,,,,,,
207,11/22/2020 06:27:18,1.41,,,,,,,
208,11/22/2020 06:37:18,1.41,,,,,,,
209,11/22/2020 06:47:18,1.37,,,,,,,
210,11/22/2020 06:57:18,1.37,,,,,,,
211,11/22/2020 07:07:18,1.41,,,,,,,
212,11/22/2020 07:17:18,1.41,,,,,,,
213,11/22/2020 07:27:18,1.37,,,,,,,
214,11/22/2020 07:37:18,1.37,,,,,,,
215,11/22/2020 07:47:18,1.41,,,,,,,
216,11/22/2020 07:57:18,1.41,,,,,,,
217,11/22/2020 08:07:18,1.37,,,,,,,
218,11/22/2020 08:17:18,1.41,,,,,,,
219,11/22/2020 08:27:18,1.37,,,,,,,
220,11/22/2020 08:37:18,1.37,,,,,,,
221,11/22/2020 08:47:18,1.37,,,,,,,
222,11/22/2020 08:57:18,1.33,,,,,,,
223,11/22/2020 09:07:18,1.41,,,,,,,
224,11/22/2020 09:17:18,1.41,,,,,,,
225,11/22/2020 09:27:18,1.41,,,,,,,
226,11/22/2020 09:37:18,1.41,,,,,,,
227,11/22/2020 09:47:18,1.46,,,,,,,
228,11/22/2020 09:57:18,1.41,,,,,,,
229,11/22/2020 10:07:18,1.41,,,,,,,
230,11/22/2020 10:17:18,1.46,,,,,,,
231,11/22/2020 10:27:18,1.50,,,,,,,
232,11/22/2020 10:37:18,1.46,,,,,,,
233,11/22/2020 10:47:18,1.50,,,,,,,
234,11/22/2020 10:57:18,1.50,,,,,,,
235,11/22/2020 11:07:18,1.63,,,,,,,
236,11/22/2020 11:17:18,1.63,,,,,,,
237,11/22/2020 11:27:18,1.76,,,,,,,
238,11/22/2020 11:37:18,1.84,,,,,,,
239,11/22/2020 11:47:18,1.93,,,,,,,
240,11/22/2020 11:57:18,2.10,,,,,,,
241,11/22/2020 12:07:18,2.10,,,,,,,
242,11/22/2020 12:17:18,2.23,,,,,,,
243,11/22/2020 12:27:18,2.31,,,,,,,
244,11/22/2020 12:37:18,2.36,,,,,,,
245,11/22/2020 12:47:18,2.44,,,,,,,
246,11/22/2020 12:57:18,2.53,,,,,,,
247,11/22/2020 13:07:18,2.44,,,,,,,
248,11/22/2020 13:17:18,2.40,,,,,,,
249,11/22/2020 13:27:18,2.44,,,,,,,
250,11/22/2020 13:37:18,2.40,,,,,,,
251,11/22/2020 13:47:18,2.40,,,,,,,
252,11/22/2020 13:57:18,2.40,,,,,,,
253,11/22/2020 14:07:18,2.44,,,,,,,
254,11/22/2020 14:17:18,2.40,,,,,,,
255,11/22/2020 14:27:18,2.44,,,,,,,
256,11/22/2020 14:37:18,2.44,,,,,,,
257,11/22/2020 14:47:18,2.44,,,,,,,
258,11/22/2020 14:57:18,2.44,,,,,,,
259,11/22/2020 15:07:18,2.40,,,,,,,
260,11/22/2020 15:17:18,2.31,,,,,,,
261,11/22/2020 15:27:18,2.27,,,,,,,
262,11/22/2020 15:37:18,2.23,,,,,,,
263,11/22/2020 15:47:18,2.06,,,,,,,
264,11/22/2020 15:57:18,2.06,,,,,,,
265,11/22/2020 16:07:18,2.01,,,,,,,
266,11/22/2020 16:17:18,2.01,,,,,,,
267,11/22/2020 16:27:18,1.93,,,,,,,
268,11/22/2020 16:37:18,1.93,,,,,,,
269,11/22/2020 16:47:18,1.88,,,,,,,
270,11/22/2020 16:57:18,1.84,,,,,,,
271,11/22/2020 17:07:18,1.84,,,,,,,
272,11/22/2020 17:17:18,1.84,,,,,,,
273,11/22/2020 17:27:18,1.76,,,,,,,
274,11/22/2020 17:37:18,1.63,,,,,,,
275,11/22/2020 17:47:18,1.63,,,,,,,
276,11/22/2020 17:57:18,1.58,,,,,,,
277,11/22/2020 18:07:18,1.50,,,,,,,
278,11/22/2020 18:17:18,1.54,,,,,,,
279,11/22/2020 18:27:18,1.46,,,,,,,
280,11/22/2020 18:37:18,1.46,,,,,,,
281,11/22/2020 18:47:18,1.50,,,,,,,
282,11/22/2020 18:57:18,1.50,,,,,,,
283,11/22/2020 19:07:18,1.46,,,,,,,
284,11/22/2020 19:17:18,1.46,,,,,,,
285,11/22/2020 19:27:18,1.46,,,,,,,
286,11/22/2020 19:37:18,1.46,,,,,,,
287,11/22/2020 19:47:18,1.46,,,,,,,
288,11/22/2020 19:57:18,1.46,,,,,,,
289,11/22/2020 20:07:18,1.41,,,,,,,
290,11/22/2020 20:17:18,1.41,,,,,,,
291,11/22/2020 20:27:18,1.46,,,,,,,
292,11/22/2020 20:37:18,1.41,,,,,,,
293,11/22/2020 20:47:18,1.37,,,,,,,
294,11/22/2020 20:57:18,1.41,,,,,,,
295,11/22/2020 21:07:18,1.41,,,,,,,
296,11/22/2020 21:17:18,1.41,,,,,,,
297,11/22/2020 21:27:18,1.46,,,,,,,
298,11/22/2020 21:37:18,1.46,,,,,,,
299,11/22/2020 21:47:18,1.50,,,,,,,
300,11/22/2020 21:57:18,1.50,,,,,,,
301,11/22/2020 22:07:18,1.50,,,,,,,
302,11/22/2020 22:17:18,1.54,,,,,,,
303,11/22/2020 22:27:18,1.54,,,,,,,
304,11/22/2020 22:37:18,1.54,,,,,,,
305,11/22/2020 22:47:18,1.58,,,,,,,
306,11/22/2020 22:57:18,1.63,,,,,,,
307,11/22/2020 23:07:18,1.76,,,,,,,
308,11/22/2020 23:17:18,1.76,,,,,,,
309,11/22/2020 23:27:18,1.80,,,,,,,
310,11/22/2020 23:37:18,1.93,,,,,,,
311,11/22/2020 23:47:18,1.97,,,,,,,
312,11/22/2020 23:57:18,2.01,,,,,,,
313,11/23/2020 00:07:18,2.06,,,,,,,
314,11/23/2020 00:17:18,2.10,,,,,,,
315,11/23/2020 00:27:18,2.10,,,,,,,
316,11/23/2020 00:37:18,2.23,,,,,,,
317,11/23/2020 00:47:18,2.27,,,,,,,
318,11/23/2020 00:57:18,2.27,,,,,,,
319,11/23/2020 01:07:18,2.31,,,,,,,
320,11/23/2020 01:17:18,2.31,,,,,,,
321,11/23/2020 01:27:18,2.31,,,,,,,
322,11/23/2020 01:37:18,2.40,,,,,,,
323,11/23/2020 01:47:18,2.44,,,,,,,
324,11/23/2020 01:57:18,2.40,,,,,,,
325,11/23/2020 02:07:18,2.44,,,,,,,
326,11/23/2020 02:17:18,2.49,,,,,,,
327,11/23/2020 02:27:18,2.49,,,,,,,
328,11/23/2020 02:37:18,2.53,,,,,,,
329,11/23/2020 02:47:18,2.61,,,,,,,
330,11/23/2020 02:57:18,2.53,,,,,,,
331,11/23/2020 03:07:18,2.53,,,,,,,
332,11/23/2020 03:17:18,2.57,,,,,,,
333,11/23/2020 03:27:18,2.61,,,,,,,
334,11/23/2020 03:37:18,2.57,,,,,,,
335,11/23/2020 03:47:18,2.57,,,,,,,
336,11/23/2020 03:57:18,2.49,,,,,,,
337,11/23/2020 04:07:18,2.49,,,,,,,
338,11/23/2020 04:17:18,2.44,,,,,,,
339,11/23/2020 04:27:18,2.40,,,,,,,
340,11/23/2020 04:37:18,2.36,,,,,,,
341,11/23/2020 04:47:18,2.49,,,,,,,
342,11/23/2020 04:57:18,2.53,,,,,,,
343,11/23/2020 05:07:18,2.61,,,,,,,
344,11/23/2020 05:17:18,2.66,,,,,,,
345,11/23/2020 05:27:18,2.79,,,,,,,
346,11/23/2020 05:37:18,2.83,,,,,,,
347,11/23/2020 05:47:18,2.91,,,,,,,
348,11/23/2020 05:57:18,3.00,,,,,,,
349,11/23/2020 06:07:18,3.04,,,,,,,
350,11/23/2020 06:17:18,3.04,,,,,,,
351,11/23/2020 06:27:18,3.13,,,,,,,
352,11/23/2020 06:37:18,3.13,,,,,,,
353,11/23/2020 06:47:18,3.09,,,,,,,
354,11/23/2020 06:57:18,3.09,,,,,,,
355,11/23/2020 07:07:18,3.04,,,,,,,
356,11/23/2020 07:17:18,3.04,,,,,,,
357,11/23/2020 07:27:18,3.00,,,,,,,
358,11/23/2020 07:37:18,2.96,,,,,,,
359,11/23/2020 07:47:18,2.96,,,,,,,
360,11/23/2020 07:57:18,2.96,,,,,,,
361,11/23/2020 08:07:18,2.91,,,,,,,
362,11/23/2020 08:17:18,2.87,,,,,,,
363,11/23/2020 08:27:18,2.87,,,,,,,
364,11/23/2020 08:37:18,2.74,,,,,,,
365,11/23/2020 08:47:18,2.61,,,,,,,
366,11/23/2020 08:57:18,2.57,,,,,,,
367,11/23/2020 09:07:18,2.49,,,,,,,
368,11/23/2020 09:17:18,2.36,,,,,,,
369,11/23/2020 09:27:18,2.31,,,,,,,
370,11/23/2020 09:37:18,2.36,,,,,,,
371,11/23/2020 09:47:18,2.36,,,,,,,
372,11/23/2020 09:57:18,2.36,,,,,,,
373,11/23/2020 10:07:18,2.49,,,,,,,
374,11/23/2020 10:17:18,2.44,,,,,,,
375,11/23/2020 10:27:18,2.40,,,,,,,
376,11/23/2020 10:37:18,2.40,,,,,,,
377,11/23/2020 10:47:18,2.44,,,,,,,
378,11/23/2020 10:57:18,2.40,,,,,,,
379,11/23/2020 11:07:18,2.40,,,,,,,
380,11/23/2020 11:17:18,2.49,,,,,,,
381,11/23/2020 11:27:18,2.53,,,,,,,
382,11/23/2020 11:37:18,2.49,,,,,,,
383,11/23/2020 11:47:18,2.57,,,,,,,
384,11/23/2020 11:57:18,2.61,,,,,,,
385,11/23/2020 12:07:18,2.66,,,,,,,
386,11/23/2020 12:17:18,2.74,,,,,,,
387,11/23/2020 12:27:18,2.74,,,,,,,
388,11/23/2020 12:37:18,2.79,,,,,,,
389,11/23/2020 12:47:18,2.83,,,,,,,
390,11/23/2020 12:57:18,2.91,,,,,,,
391,11/23/2020 13:07:18,3.04,,,,,,,
392,11/23/2020 13:17:18,3.04,,,,,,,
393,11/23/2020 13:27:18,3.04,,,,,,,
394,11/23/2020 13:37:18,3.13,,,,,,,
395,11/23/2020 13:47:18,3.17,,,,,,,
396,11/23/2020 13:57:18,3.21,,,,,,,
397,11/23/2020 14:07:18,3.26,,,,,,,
398,11/23/2020 14:17:18,3.26,,,,,,,
399,11/23/2020 14:27:18,3.39,,,,,,,
400,11/23/2020 14:37:18,3.43,,,,,,,
401,11/23/2020 14:47:18,3.47,,,,,,,
402,11/23/2020 14:57:18,3.56,,,,,,,
403,11/23/2020 15:07:18,3.64,,,,,,,
404,11/23/2020 15:17:18,3.69,,,,,,,
405,11/23/2020 15:27:18,3.77,,,,,,,
406,11/23/2020 15:37:18,3.86,,,,,,,
407,11/23/2020 15:47:18,3.90,,,,,,,
408,11/23/2020 15:57:18,3.99,,,,,,,
409,11/23/2020 16:07:18,3.99,,,,,,,
410,11/23/2020 16:17:18,4.03,,,,,,,
411,11/23/2020 16:27:18,4.07,,,,,,,
412,11/23/2020 16:37:18,4.16,,,,,,,
413,11/23/2020 16:47:18,4.24,,,,,,,
414,11/23/2020 16:57:18,4.33,,,,,,,
415,11/23/2020 17:07:18,4.46,,,,,,,
416,11/23/2020 17:17:18,4.50,,,,,,,
417,11/23/2020 17:27:18,4.50,,,,,,,
418,11/23/2020 17:37:18,4.50,,,,,,,
419,11/23/2020 17:47:18,4.54,,,,,,,
420,11/23/2020 17:57:18,4.50,,,,,,,
421,11/23/2020 18:07:18,4.59,,,,,,,
422,11/23/2020 18:17:18,4.67,,,,,,,
423,11/23/2020 18:27:18,4.67,,,,,,,
424,11/23/2020 18:37:18,4.72,,,,,,,
425,11/23/2020 18:47:18,4.76,,,,,,,
426,11/23/2020 18:57:18,4.72,,,,,,,
427,11/23/2020 19:07:18,4.76,,,,,,,
428,11/23/2020 19:17:18,4.67,,,,,,,
429,11/23/2020 19:27:18,4.67,,,,,,,
430,11/23/2020 19:37:18,4.72,,,,,,,
431,11/23/2020 19:47:18,4.84,,,,,,,
432,11/23/2020 19:57:18,4.80,,,,,,,
433,11/23/2020 20:07:18,4.80,,,,,,,
434,11/23/2020 20:17:18,4.80,,,,,,,
435,11/23/2020 20:27:18,4.76,,,,,,,
436,11/23/2020 20:37:18,4.76,,,,,,,
437,11/23/2020 20:47:18,4.67,,,,,,,
438,11/23/2020 20:57:18,4.67,,,,,,,
439,11/23/2020 21:07:18,4.63,,,,,,,
440,11/23/2020 21:17:18,4.59,,,,,,,
441,11/23/2020 21:27:18,4.59,,,,,,,
442,11/23/2020 21:37:18,4.59,,,,,,,
443,11/23/2020 21:47:18,4.54,,,,,,,
444,11/23/2020 21:57:18,4.54,,,,,,,
445,11/23/2020 22:07:18,4.50,,,,,,,
446,11/23/2020 22:17:18,4.46,,,,,,,
447,11/23/2020 22:27:18,4.46,,,,,,,
448,11/23/2020 22:37:18,4.42,,,,,,,
449,11/23/2020 22:47:18,4.50,,,,,,,
450,11/23/2020 22:57:18,4.42,,,,,,,
451,11/23/2020 23:07:18,4.50,,,,,,,
452,11/23/2020 23:17:18,4.54,,,,,,,
453,11/23/2020 23:27:18,4.50,,,,,,,
454,11/23/2020 23:37:18,4.50,,,,,,,
455,11/23/2020 23:47:18,4.42,,,,,,,
456,11/23/2020 23:57:18,4.42,,,,,,,
457,11/24/2020 00:07:18,4.29,,,,,,,
458,11/24/2020 00:17:18,4.33,,,,,,,
459,11/24/2020 00:27:18,4.20,,,,,,,
460,11/24/2020 00:37:18,4.24,,,,,,,
461,11/24/2020 00:47:18,4.33,,,,,,,
462,11/24/2020 00:57:18,4.37,,,,,,,
463,11/24/2020 01:07:18,4.42,,,,,,,
464,11/24/2020 01:17:18,4.46,,,,,,,
465,11/24/2020 01:27:18,4.50,,,,,,,
466,11/24/2020 01:37:18,4.54,,,,,,,
467,11/24/2020 01:47:18,4.59,,,,,,,
468,11/24/2020 01:57:18,4.63,,,,,,,
469,11/24/2020 02:07:18,4.63,,,,,,,
470,11/24/2020 02:17:18,4.63,,,,,,,
471,11/24/2020 02:27:18,4.67,,,,,,,
472,11/24/2020 02:37:18,4.67,,,,,,,
473,11/24/2020 02:47:18,4.67,,,,,,,
474,11/24/2020 02:57:18,4.72,,,,,,,
475,11/24/2020 03:07:18,4.67,,,,,,,
476,11/24/2020 03:17:18,4.67,,,,,,,
477,11/24/2020 03:27:18,4.67,,,,,,,
478,11/24/2020 03:37:18,4.59,,,,,,,
479,11/24/2020 03:47:18,4.59,,,,,,,
480,11/24/2020 03:57:18,4.59,,,,,,,
481,11/24/2020 04:07:18,4.59,,,,,,,
482,11/24/2020 04:17:18,4.54,,,,,,,
483,11/24/2020 04:27:18,4.54,,,,,,,
484,11/24/2020 04:37:18,4.59,,,,,,,
485,11/24/2020 04:47:18,4.59,,,,,,,
486,11/24/2020 04:57:18,4.59,,,,,,,
487,11/24/2020 05:07:18,4.63,,,,,,,
488,11/24/2020 05:17:18,4.67,,,,,,,
489,11/24/2020 05:27:18,4.72,,,,,,,
490,11/24/2020 05:37:18,4.72,,,,,,,
491,11/24/2020 05:47:18,4.76,,,,,,,
492,11/24/2020 05:57:18,4.76,,,,,,,
493,11/24/2020 06:07:18,4.76,,,,,,,
494,11/24/2020 06:17:18,4.80,,,,,,,
495,11/24/2020 06:27:18,4.84,,,,,,,
496,11/24/2020 06:37:18,4.84,,,,,,,
497,11/24/2020 06:47:18,4.76,,,,,,,
498,11/24/2020 06:57:18,4.76,,,,,,,
499,11/24/2020 07:07:18,4.76,,,,,,,
500,11/24/2020 07:17:18,4.76,,,,,,,
501,11/24/2020 07:27:18,4.76,,,,,,,
502,11/24/2020 07:37:18,4.72,,,,,,,
503,11/24/2020 07:47:18,4.67,,,,,,,
504,11/24/2020 07:57:18,4.63,,,,,,,
505,11/24/2020 08:07:18,4.67,,,,,,,
506,11/24/2020 08:17:18,4.63,,,,,,,
507,11/24/2020 08:27:18,4.67,,,,,,,
508,11/24/2020 08:37:18,4.63,,,,,,,
509,11/24/2020 08:47:18,4.59,,,,,,,
510,11/24/2020 08:57:18,4.59,,,,,,,
511,11/24/2020 09:07:18,4.59,,,,,,,
512,11/24/2020 09:17:18,4.67,,,,,,,
513,11/24/2020 09:27:18,4.76,,,,,,,
514,11/24/2020 09:37:18,4.80,,,,,,,
515,11/24/2020 09:47:18,4.84,,,,,,,
516,11/24/2020 09:57:18,4.93,,,,,,,
517,11/24/2020 10:07:18,5.02,,,,,,,
518,11/24/2020 10:17:18,5.15,,,,,,,
519,11/24/2020 10:27:18,5.27,,,,,,,
520,11/24/2020 10:37:18,5.32,,,,,,,
521,11/24/2020 10:47:18,5.45,,,,,,,
522,11/24/2020 10:57:18,5.45,,,,,,,
523,11/24/2020 11:07:18,5.53,,,,,,,
524,11/24/2020 11:17:18,5.66,,,,,,,
525,11/24/2020 11:27:18,5.70,,,,,,,
526,11/24/2020 11:37:18,5.75,,,,,,,
527,11/24/2020 11:47:18,5.75,,,,,,,
528,11/24/2020 11:57:18,5.75,,,,,,,
529,11/24/2020 12:07:18,5.75,,,,,,,
530,11/24/2020 12:17:18,5.70,,,,,,,
531,11/24/2020 12:27:18,5.75,,,,,,,
532,11/24/2020 12:37:18,5.75,,,,,,,
533,11/24/2020 12:47:18,5.75,,,,,,,
534,11/24/2020 12:57:18,5.87,,,,,,,
535,11/24/2020 13:07:18,5.92,,,,,,,
